| MV [MeV] | E(e) [MeV] | dN/dE(e) [1/MeV] |
2.11317e+02 1.00000e+00 3.44815e-05
2.11317e+02 1.04820e+00 3.84615e-05
2.11317e+02 1.09872e+00 4.28216e-05
2.11317e+02 1.15168e+00 4.75997e-05
2.11317e+02 1.20719e+00 5.28375e-05
2.11317e+02 1.26537e+00 5.85801e-05
2.11317e+02 1.32636e+00 6.48772e-05
2.11317e+02 1.39029e+00 7.17831e-05
2.11317e+02 1.45730e+00 7.93570e-05
2.11317e+02 1.52754e+00 8.76638e-05
2.11317e+02 1.60116e+00 9.67747e-05
2.11317e+02 1.67833e+00 1.06767e-04
2.11317e+02 1.75923e+00 1.17727e-04
2.11317e+02 1.84402e+00 1.29747e-04
2.11317e+02 1.93290e+00 1.42929e-04
2.11317e+02 2.02606e+00 1.57384e-04
2.11317e+02 2.12371e+00 1.73235e-04
2.11317e+02 2.22607e+00 1.90615e-04
2.11317e+02 2.33336e+00 2.09670e-04
2.11317e+02 2.44583e+00 2.30559e-04
2.11317e+02 2.56371e+00 2.53457e-04
2.11317e+02 2.68728e+00 2.78554e-04
2.11317e+02 2.81680e+00 3.06058e-04
2.11317e+02 2.95257e+00 3.36197e-04
2.11317e+02 3.09488e+00 3.69218e-04
2.11317e+02 3.24404e+00 4.05392e-04
2.11317e+02 3.40040e+00 4.45014e-04
2.11317e+02 3.56430e+00 4.88406e-04
2.11317e+02 3.73609e+00 5.35919e-04
2.11317e+02 3.91616e+00 5.87935e-04
2.11317e+02 4.10492e+00 6.44871e-04
2.11317e+02 4.30277e+00 7.07180e-04
2.11317e+02 4.51015e+00 7.75353e-04
2.11317e+02 4.72753e+00 8.49929e-04
2.11317e+02 4.95539e+00 9.31487e-04
2.11317e+02 5.19423e+00 1.02066e-03
2.11317e+02 5.44459e+00 1.11814e-03
2.11317e+02 5.70701e+00 1.22466e-03
2.11317e+02 5.98208e+00 1.34102e-03
2.11317e+02 6.27040e+00 1.46811e-03
2.11317e+02 6.57263e+00 1.60687e-03
2.11317e+02 6.88942e+00 1.75830e-03
2.11317e+02 7.22147e+00 1.92351e-03
2.11317e+02 7.56954e+00 2.10369e-03
2.11317e+02 7.93438e+00 2.30009e-03
2.11317e+02 8.31680e+00 2.51410e-03
2.11317e+02 8.71766e+00 2.74717e-03
2.11317e+02 9.13783e+00 3.00088e-03
2.11317e+02 9.57826e+00 3.27690e-03
2.11317e+02 1.00399e+01 3.57702e-03
2.11317e+02 1.05238e+01 3.90315e-03
2.11317e+02 1.10311e+01 4.25730e-03
2.11317e+02 1.15627e+01 4.64160e-03
2.11317e+02 1.21200e+01 5.05830e-03
2.11317e+02 1.27042e+01 5.50976e-03
2.11317e+02 1.33165e+01 5.99845e-03
2.11317e+02 1.39584e+01 6.52692e-03
2.11317e+02 1.46311e+01 7.09783e-03
2.11317e+02 1.53363e+01 7.71387e-03
2.11317e+02 1.60755e+01 8.37781e-03
2.11317e+02 1.68503e+01 9.09242e-03
2.11317e+02 1.76625e+01 9.86043e-03
2.11317e+02 1.85138e+01 1.06845e-02
2.11317e+02 1.94061e+01 1.15673e-02
2.11317e+02 2.03415e+01 1.25110e-02
2.11317e+02 2.13219e+01 1.35177e-02
