| MV [MeV] | E(e) [MeV] | dN/dE(e) [1/MeV] |
2.79140e+02 1.00000e+00 3.57950e-05
2.79140e+02 1.05115e+00 4.01837e-05
2.79140e+02 1.10492e+00 4.50175e-05
2.79140e+02 1.16143e+00 5.03436e-05
2.79140e+02 1.22084e+00 5.62138e-05
2.79140e+02 1.28328e+00 6.26850e-05
2.79140e+02 1.34892e+00 6.98199e-05
2.79140e+02 1.41792e+00 7.76871e-05
2.79140e+02 1.49045e+00 8.63623e-05
2.79140e+02 1.56668e+00 9.59288e-05
2.79140e+02 1.64682e+00 1.06478e-04
2.79140e+02 1.73105e+00 1.18111e-04
2.79140e+02 1.81960e+00 1.30938e-04
2.79140e+02 1.91267e+00 1.45081e-04
2.79140e+02 2.01050e+00 1.60675e-04
2.79140e+02 2.11334e+00 1.77868e-04
2.79140e+02 2.22143e+00 1.96821e-04
2.79140e+02 2.33506e+00 2.17712e-04
2.79140e+02 2.45450e+00 2.40736e-04
2.79140e+02 2.58004e+00 2.66108e-04
2.79140e+02 2.71201e+00 2.94064e-04
2.79140e+02 2.85073e+00 3.24863e-04
2.79140e+02 2.99654e+00 3.58788e-04
2.79140e+02 3.14982e+00 3.96152e-04
2.79140e+02 3.31093e+00 4.37294e-04
2.79140e+02 3.48028e+00 4.82591e-04
2.79140e+02 3.65830e+00 5.32450e-04
2.79140e+02 3.84542e+00 5.87321e-04
2.79140e+02 4.04211e+00 6.47694e-04
2.79140e+02 4.24886e+00 7.14106e-04
2.79140e+02 4.46619e+00 7.87143e-04
2.79140e+02 4.69463e+00 8.67452e-04
2.79140e+02 4.93476e+00 9.55724e-04
2.79140e+02 5.18717e+00 1.05272e-03
2.79140e+02 5.45250e+00 1.15927e-03
2.79140e+02 5.73139e+00 1.27627e-03
2.79140e+02 6.02455e+00 1.40471e-03
2.79140e+02 6.33270e+00 1.54565e-03
2.79140e+02 6.65662e+00 1.70024e-03
2.79140e+02 6.99710e+00 1.86973e-03
2.79140e+02 7.35500e+00 2.05547e-03
2.79140e+02 7.73121e+00 2.25892e-03
2.79140e+02 8.12666e+00 2.48166e-03
2.79140e+02 8.54234e+00 2.72536e-03
2.79140e+02 8.97927e+00 2.99186e-03
2.79140e+02 9.43856e+00 3.28308e-03
2.79140e+02 9.92134e+00 3.60111e-03
2.79140e+02 1.04288e+01 3.94817e-03
2.79140e+02 1.09622e+01 4.32658e-03
2.79140e+02 1.15230e+01 4.73881e-03
2.79140e+02 1.21124e+01 5.18746e-03
2.79140e+02 1.27319e+01 5.67526e-03
2.79140e+02 1.33831e+01 6.20502e-03
2.79140e+02 1.40677e+01 6.77967e-03
2.79140e+02 1.47872e+01 7.40218e-03
2.79140e+02 1.55436e+01 8.07558e-03
2.79140e+02 1.63386e+01 8.80287e-03
2.79140e+02 1.71744e+01 9.58700e-03
2.79140e+02 1.80528e+01 1.04308e-02
2.79140e+02 1.89762e+01 1.13369e-02
2.79140e+02 1.99469e+01 1.23076e-02
2.79140e+02 2.09671e+01 1.33447e-02
2.79140e+02 2.20396e+01 1.44495e-02
2.79140e+02 2.31669e+01 1.56224e-02
2.79140e+02 2.43519e+01 1.68630e-02
2.79140e+02 2.55975e+01 1.81693e-02
2.79140e+02 2.69068e+01 1.95378e-02
2.79140e+02 2.82831e+01 2.09630e-02
2.79140e+02 2.97297e+01 2.24367e-02
2.79140e+02 3.12504e+01 2.39479e-02
2.79140e+02 3.28488e+01 2.54815e-02
2.79140e+02 3.45290e+01 2.70178e-02
2.79140e+02 3.62952e+01 2.85317e-02
2.79140e+02 3.81517e+01 2.99912e-02
2.79140e+02 4.01031e+01 3.11006e-02
2.79140e+02 4.21544e+01 2.90579e-02
2.79140e+02 4.43106e+01 2.67959e-02
2.79140e+02 4.65771e+01 2.43360e-02
2.79140e+02 4.89595e+01 2.18293e-02
2.79140e+02 5.14637e+01 1.91248e-02
2.79140e+02 5.40961e+01 1.62777e-02
2.79140e+02 5.68631e+01 1.32953e-02
2.79140e+02 5.97716e+01 1.01885e-02
2.79140e+02 6.28289e+01 6.98046e-03
2.79140e+02 6.60426e+01 3.69008e-03
2.79140e+02 6.94206e+01 3.53412e-04
2.79140e+02 7.29715e+01 0.00000e+00
2.79140e+02 7.67040e+01 0.00000e+00
2.79140e+02 8.06273e+01 0.00000e+00
2.79140e+02 8.47514e+01 0.00000e+00
2.79140e+02 8.90864e+01 0.00000e+00
2.79140e+02 9.36432e+01 0.00000e+00
2.79140e+02 9.84330e+01 0.00000e+00
2.79140e+02 1.03468e+02 0.00000e+00
2.79140e+02 1.08760e+02 0.00000e+00
2.79140e+02 1.14323e+02 0.00000e+00
2.79140e+02 1.20171e+02 0.00000e+00
2.79140e+02 1.26317e+02 0.00000e+00
2.79140e+02 1.32779e+02 0.00000e+00
2.79140e+02 1.39570e+02 0.00000e+00
2.86422e+02 1.00000e+00 3.67109e-05
2.86422e+02 1.05142e+00 4.12348e-05
2.86422e+02 1.10549e+00 4.62198e-05
2.86422e+02 1.16234e+00 5.17150e-05
2.86422e+02 1.22211e+00 5.77745e-05
2.86422e+02 1.28495e+00 6.44575e-05
2.86422e+02 1.35103e+00 7.18291e-05
2.86422e+02 1.42050e+00 7.99612e-05
2.86422e+02 1.49355e+00 8.89322e-05
2.86422e+02 1.57035e+00 9.88293e-05
2.86422e+02 1.65111e+00 1.09748e-04
2.86422e+02 1.73601e+00 1.21794e-04
2.86422e+02 1.82528e+00 1.35082e-04
2.86422e+02 1.91915e+00 1.49739e-04
2.86422e+02 2.01783e+00 1.65907e-04
2.86422e+02 2.12160e+00 1.83738e-04
2.86422e+02 2.23070e+00 2.03402e-04
2.86422e+02 2.34541e+00 2.25085e-04
2.86422e+02 2.46601e+00 2.48992e-04
2.86422e+02 2.59282e+00 2.75347e-04
2.86422e+02 2.72616e+00 3.04397e-04
2.86422e+02 2.86634e+00 3.36412e-04
2.86422e+02 3.01374e+00 3.71689e-04
2.86422e+02 3.16872e+00 4.10555e-04
2.86422e+02 3.33166e+00 4.53367e-04
2.86422e+02 3.50299e+00 5.00515e-04
2.86422e+02 3.68312e+00 5.52429e-04
2.86422e+02 3.87252e+00 6.09578e-04
2.86422e+02 4.07166e+00 6.72474e-04
2.86422e+02 4.28103e+00 7.41678e-04
2.86422e+02 4.50118e+00 8.17802e-04
2.86422e+02 4.73264e+00 9.01516e-04
2.86422e+02 4.97601e+00 9.93548e-04
2.86422e+02 5.23189e+00 1.09469e-03
2.86422e+02 5.50093e+00 1.20582e-03
2.86422e+02 5.78381e+00 1.32787e-03
2.86422e+02 6.08123e+00 1.46185e-03
2.86422e+02 6.39394e+00 1.60889e-03
2.86422e+02 6.72274e+00 1.77017e-03
2.86422e+02 7.06845e+00 1.94700e-03
2.86422e+02 7.43193e+00 2.14078e-03
2.86422e+02 7.81410e+00 2.35301e-03
2.86422e+02 8.21593e+00 2.58533e-03
2.86422e+02 8.63841e+00 2.83948e-03
2.86422e+02 9.08263e+00 3.11733e-03
2.86422e+02 9.54969e+00 3.42088e-03
2.86422e+02 1.00408e+01 3.75225e-03
2.86422e+02 1.05571e+01 4.11368e-03
2.86422e+02 1.11000e+01 4.50757e-03
2.86422e+02 1.16708e+01 4.93641e-03
2.86422e+02 1.22709e+01 5.40281e-03
2.86422e+02 1.29019e+01 5.90948e-03
2.86422e+02 1.35654e+01 6.45924e-03
2.86422e+02 1.42630e+01 7.05494e-03
2.86422e+02 1.49964e+01 7.69948e-03
2.86422e+02 1.57676e+01 8.39573e-03
2.86422e+02 1.65784e+01 9.14652e-03
2.86422e+02 1.74309e+01 9.95452e-03
2.86422e+02 1.83272e+01 1.08222e-02
2.86422e+02 1.92697e+01 1.17517e-02
2.86422e+02 2.02606e+01 1.27447e-02
2.86422e+02 2.13025e+01 1.38023e-02
2.86422e+02 2.23979e+01 1.49248e-02
2.86422e+02 2.35497e+01 1.61115e-02
2.86422e+02 2.47607e+01 1.73604e-02
2.86422e+02 2.60339e+01 1.86677e-02
